vector,line,age,x,y,cf00,cf01,cf02,cf03,cf04,cf05,cf06,cf07,cf08,cf09,cf10,cf11,cf12,cf13,cf14,cf15,cf16,cf17,cf18,cf19,cf20,cf21,cf22,cf23,cf24,cf25,cf26,cf27,cf28,cf29,cf30,cf31,cf32,cf33,cf34,cf35,cf36,cf37,cf38,cf39,cf40,cf41,cf42,cf43,cf44,cf45,cf46,cf47,cf48,cf49,cf50,cf51,cf52,cf53,cf54,cf55,cf56,cf57,cf58,cf59,cf60,cf61,cf62,cf63,cf64,cf65,cf66,cf67,cf68,cf69,cf70,cf71,cf72,cf73,cf74,cf75,cf76,cf77,cf78,cf79,cf80,cf81,cf82,cf83,cf84,cf85,cf86,cf87,cf88,cf89,cf90,cf91,cf92,cf93,cf94,cf95,cf96,cf97,cf98,cf99
263,12,11,10.148292560003275,-0.3774730963963238,969,0,6,0,2,4,5,2,6,4,0,1121,2,0,0,0,3,4,1,6,1,3,995,4,2,0,1,15,5,1,0,1,4,977,0,9,0,6,7,10,0,0,4,0,961,2,5,3,4,8,5,0,1,14,0,860,13,3,12,2,3,5,4,1,6,7,923,1,4,1,1,0,8,8,2,2,2,979,5,4,1,5,8,4,2,5,6,4,928,8,0,0,0,2,7,3,0,11,2,965
264,12,12,10.055569975386993,-0.021547795604168786,969,0,7,0,1,4,5,3,6,4,0,1121,2,0,0,0,3,4,1,6,1,3,995,4,3,0,0,15,6,1,0,2,4,976,0,11,0,5,7,10,0,0,5,0,960,2,6,2,4,8,5,0,1,15,0,860,14,3,13,2,3,4,4,1,6,7,922,1,4,1,1,0,8,8,2,2,2,979,5,4,1,5,6,4,2,3,6,5,926,8,0,0,0,2,8,3,0,11,2,965
265,12,13,10.255472460101432,-0.356707004513265,970,0,7,0,1,4,5,3,6,4,0,1122,1,0,0,0,3,4,1,6,1,2,997,4,3,0,0,15,6,1,0,2,4,974,0,10,0,4,7,9,0,0,5,0,960,2,6,2,4,7,5,0,0,16,0,861,13,3,13,2,2,4,4,1,6,7,923,1,4,1,1,0,8,8,3,2,2,980,5,3,1,5,6,4,1,3,6,5,926,8,0,0,0,3,8,3,0,11,2,968
266,12,14,10.36915018533402,-0.35737548025991206,971,0,7,1,0,4,5,3,5,4,0,1122,1,0,0,1,3,4,1,6,1,2,996,4,3,0,0,15,5,1,0,2,4,972,0,9,0,5,9,7,0,0,5,0,960,0,6,2,4,7,5,0,0,17,0,864,14,3,14,4,1,4,5,1,6,6,922,1,4,1,1,0,8,8,3,1,2,978,6,3,1,5,6,4,1,3,6,6,924,8,0,0,0,3,9,4,0,11,2,968
267,12,15,10.20986634684389,0.10561594184936518,970,0,6,1,0,4,5,3,5,4,1,1122,0,0,0,1,3,4,0,6,1,2,998,4,3,0,0,13,5,1,0,2,4,973,0,8,0,4,9,7,0,0,5,0,961,0,6,2,4,7,5,0,0,17,0,865,14,3,14,4,1,4,5,1,6,6,923,1,4,1,1,0,8,8,3,1,2,982,6,3,1,5,6,3,1,3,5,6,925,8,0,0,0,3,8,4,0,10,2,968
268,12,16,10.187316295207099,0.15630042897630367,970,0,7,1,0,4,5,3,5,4,1,1122,0,0,0,1,3,3,0,5,1,2,996,5,4,0,0,14,5,1,0,2,5,972,0,8,0,4,10,5,0,0,5,0,958,1,6,2,4,7,5,0,0,17,0,863,12,3,13,5,1,4,5,1,6,7,925,1,4,1,1,0,8,8,3,1,2,981,6,3,1,5,6,3,1,3,5,6,925,8,0,0,0,3,10,4,0,11,2,970
269,12,17,10.413454266652183,-0.01123789557217863,970,0,7,1,0,4,6,3,5,4,1,1122,0,0,0,1,3,3,0,5,1,2,996,4,3,0,0,15,5,0,0,2,5,974,0,9,0,4,11,5,0,0,3,0,959,1,6,2,3,7,5,0,0,16,0,864,12,3,13,5,1,4,6,1,6,5,925,1,3,1,1,0,8,8,3,1,2,980,6,3,1,5,7,3,1,3,4,6,926,8,0,0,0,3,10,4,0,11,2,971
270,12,18,10.490580974267235,-0.13789419306726264,971,0,7,1,0,4,6,3,5,3,1,1123,0,0,1,1,3,3,1,5,1,2,994,4,3,0,0,14,5,0,0,1,6,973,0,9,0,4,11,4,0,0,3,0,959,1,6,4,3,7,4,0,0,16,0,865,12,3,11,5,1,4,6,1,6,4,925,1,3,2,1,0,8,8,3,1,2,978,6,3,1,5,8,4,1,3,4,6,927,7,0,0,0,3,9,4,0,12,2,973
271,12,19,10.508608600645639,-0.08682269497314112,969,0,7,1,0,4,6,3,5,3,1,1123,0,0,1,1,3,3,2,5,1,1,995,4,3,0,0,14,5,0,0,2,6,973,0,10,0,3,11,4,1,0,3,0,960,1,6,4,3,8,5,0,0,16,0,864,13,3,12,5,1,4,5,1,6,4,925,1,2,2,1,0,7,8,3,1,2,980,6,3,1,5,9,4,1,3,3,6,927,7,0,0,0,3,8,4,0,11,1,972
272,12,20,10.529189384707257,-0.05137044295058299,970,0,7,0,0,4,6,3,5,3,1,1123,0,0,1,1,3,3,2,5,1,1,996,4,3,0,0,13,5,0,0,2,4,972,0,10,0,3,11,4,1,0,3,0,960,1,7,4,3,8,4,0,0,18,0,864,13,3,13,5,1,4,5,1,6,4,924,1,2,2,1,0,7,8,3,1,2,982,6,3,1,5,9,4,1,3,3,6,926,7,0,0,1,3,8,4,0,10,1,972
273,13,0,-3.7034766223822126,-1.7613690298346576,120,101,57,19,127,105,136,177,107,160,16,31,24,113,37,51,53,45,29,26,0,14,17,7,6,17,2,49,18,34,142,262,77,106,83,61,87,116,59,107,203,261,344,286,227,203,291,206,154,186,96,50,42,190,17,47,32,61,51,43,2,0,2,18,4,1,2,8,3,2,131,84,70,70,155,72,118,218,113,315,12,40,42,52,168,10,73,67,21,43,258,292,357,149,158,325,164,81,419,93
274,13,1,-14.63539196019995,-0.38886810851161174,966,0,10,5,1,9,15,1,6,10,0,1110,8,1,3,4,3,15,8,7,0,3,928,13,4,3,3,25,7,2,1,3,15,925,0,23,0,6,21,8,0,1,8,2,913,6,12,7,11,19,4,0,0,26,1,806,16,0,26,8,6,3,11,0,11,13,903,2,10,1,1,2,16,13,3,4,3,935,7,14,2,13,27,14,6,18,3,0,867,11,0,0,9,11,40,6,0,37,11,929
275,13,2,-14.881462054060803,-0.3533302102890466,966,0,10,3,1,6,12,1,6,9,0,1113,8,1,1,2,3,10,5,7,1,3,939,12,3,0,2,24,6,0,2,2,15,944,0,24,0,7,18,6,0,1,8,1,927,1,11,2,10,14,4,0,0,18,0,835,15,1,17,7,3,3,11,0,11,11,909,0,7,1,1,2,13,12,2,2,2,952,6,9,2,11,22,11,6,5,4,1,891,8,1,0,6,8,31,6,0,30,8,948
276,13,3,-15.075001493791593,-0.32675373121955936,968,0,9,3,1,4,9,2,6,9,0,1117,6,0,0,2,3,9,5,7,1,3,961,7,4,0,2,21,4,0,2,2,13,960,0,20,0,5,13,5,0,0,8,0,934,1,9,2,7,12,1,0,0,12,0,845,16,1,12,7,2,3,6,0,12,9,913,0,7,1,1,2,10,13,1,2,1,965,4,5,3,8,17,9,3,5,5,1,906,7,2,0,2,6,27,4,0,22,10,956
277,13,4,-15.243535275658735,-0.29777134112072656,968,0,10,3,1,3,8,2,4,6,0,1118,8,0,0,2,3,9,3,6,1,3,975,4,3,0,2,18,6,0,2,2,10,968,0,14,0,5,12,8,0,0,5,0,942,0,8,3,6,14,1,0,0,9,0,854,15,1,9,4,3,3,4,0,10,8,916,0,7,1,1,2,9,13,1,2,1,972,5,3,3,7,11,6,3,7,5,1,913,3,1,0,0,7,22,2,0,17,9,964
278,13,5,-15.386982968159028,-0.27742024299681706,968,0,9,3,1,3,5,2,4,5,0,1120,6,0,0,2,3,9,3,6,1,2,982,4,4,0,2,19,6,0,2,1,9,970,0,10,0,4,10,6,0,0,5,0,948,0,7,3,6,13,3,0,0,10,0,860,15,1,10,5,3,3,4,0,7,7,918,0,6,1,0,2,9,13,1,2,2,973,5,2,2,7,8,5,2,6,6,1,916,4,1,0,0,5,19,2,0,16,8,967
279,13,6,-15.50769092566243,-0.2684839724452588,969,0,9,3,1,3,7,2,5,5,0,1121,7,0,0,2,3,9,2,6,1,2,985,4,3,2,2,17,5,0,2,1,7,968,0,10,0,3,10,5,0,0,5,0,951,0,7,2,6,11,3,0,0,11,0,859,16,1,9,5,3,3,3,0,7,6,918,0,6,1,0,2,9,13,1,2,2,978,5,2,1,6,7,6,2,6,3,0,918,4,1,0,0,5,17,2,0,16,8,970
280,13,7,-15.707828607711596,-0.2976437735818186,968,0,8,3,1,3,7,2,5,4,0,1122,7,0,0,2,3,9,3,5,1,2,987,4,4,2,2,16,4,0,2,1,7,969,0,8,0,3,9,5,0,0,4,0,955,0,7,2,5,11,4,0,0,10,0,861,15,1,9,5,3,3,3,0,5,6,919,0,7,1,0,1,9,13,1,2,2,976,5,2,1,6,7,6,2,6,3,1,918,5,1,0,0,5,14,2,0,18,9,971
281,13,8,-15.771853588398958,-0.27510735719747126,969,0,8,1,1,3,7,2,6,4,0,1122,5,0,0,2,2,8,3,5,1,2,991,5,4,2,2,15,4,0,1,1,6,972,0,8,0,2,9,5,0,0,4,0,954,0,6,1,4,12,5,0,0,11,0,860,15,1,8,4,2,3,4,0,5,7,921,0,7,1,0,1,8,11,1,2,1,980,5,1,1,6,6,6,3,6,4,2,919,5,1,0,0,4,14,2,0,17,9,972
282,13,9,-15.83793796120433,-0.20621853075056878,970,0,8,1,1,3,6,2,7,4,0,1121,5,0,0,2,2,7,3,5,1,2,991,4,2,2,2,17,4,0,0,1,6,975,0,7,0,2,9,5,0,0,3,0,957,0,6,2,4,10,5,0,0,12,0,862,14,1,8,4,2,4,4,0,4,7,924,0,7,1,0,1,9,9,0,1,1,978,5,2,1,6,6,5,3,6,3,2,919,5,1,0,0,4,15,2,0,17,8,973
283,13,10,-15.91461844712282,-0.06049133015926303,969,0,8,1,1,3,6,1,6,4,0,1120,5,0,0,1,2,7,1,5,1,3,990,3,2,2,2,17,4,0,0,1,7,977,0,6,0,2,8,4,0,0,3,0,957,0,6,2,3,10,5,0,1,11,0,864,14,1,8,5,2,4,4,0,4,7,924,0,7,1,0,1,8,9,0,1,1,979,5,2,1,6,6,4,3,6,3,2,924,4,2,0,0,5,15,2,0,17,8,974
284,13,11,-15.999924828549634,0.006375815785882252,968,0,7,0,1,3,6,1,6,4,0,1120,4,0,0,2,2,7,1,5,1,3,991,3,2,2,2,14,4,0,0,1,8,976,0,7,0,1,5,4,1,1,3,0,956,0,7,2,3,9,5,0,1,11,0,862,14,1,7,6,2,4,4,0,4,7,924,0,7,1,0,1,8,9,0,2,1,982,5,2,1,5,6,6,3,5,2,3,928,4,2,0,0,5,16,2,0,17,8,974
285,13,12,-16.135643065012626,-0.38990522418122275,968,0,7,0,1,3,5,1,6,4,0,1121,4,0,0,1,2,7,1,5,1,3,993,3,2,2,2,13,4,0,0,1,7,975,0,7,0,1,6,4,1,1,2,0,956,0,7,2,3,9,5,0,1,11,0,864,16,1,7,6,2,4,4,0,4,6,922,0,7,1,0,1,7,8,0,2,1,984,6,2,1,4,7,6,3,5,3,3,929,4,2,0,0,7,16,2,0,16,5,974
286,13,13,-16.2347401622789,-0.38595905644397577,969,0,7,0,1,3,5,1,6,4,0,1122,5,0,0,1,2,7,1,5,1,2,992,3,2,2,2,12,4,0,0,1,7,975,0,6,0,1,6,3,1,1,3,0,957,0,7,2,4,9,5,0,1,11,0,864,16,1,7,5,2,4,4,0,4,7,922,0,7,1,0,1,7,7,0,2,1,986,6,2,1,4,6,7,2,5,3,3,928,4,1,0,0,7,16,2,0,15,5,976
287,13,14,-16.280131848897877,-0.03570193291927962,969,1,7,0,1,3,5,1,6,4,0,1122,5,0,0,1,2,7,1,4,1,2,993,3,2,2,2,12,4,0,0,1,7,977,0,5,0,1,5,3,1,1,2,0,960,0,7,2,3,8,5,0,1,9,0,865,16,1,7,5,2,4,4,0,4,7,922,0,5,1,0,1,7,7,0,2,1,986,7,2,1,3,6,7,1,5,3,3,931,4,1,0,0,7,14,2,0,15,5,978
288,13,15,-16.343594138774804,-0.06377681094992779,969,1,7,0,1,3,5,1,6,4,0,1124,5,0,0,1,2,7,1,4,1,2,994,3,2,2,2,13,4,0,0,1,7,975,0,5,0,2,4,3,1,1,2,0,963,0,8,2,3,8,5,0,1,11,0,865,15,1,7,5,2,4,4,0,3,7,924,0,4,1,0,0,7,7,0,2,0,985,6,2,1,2,5,7,0,6,2,2,934,4,1,0,0,7,13,1,0,15,5,978
289,13,16,-16.412500914931343,-0.31257968857062274,970,1,8,0,1,3,5,1,6,4,0,1124,6,0,0,1,2,7,1,4,1,2,990,3,2,2,2,14,4,0,0,1,7,975,0,6,0,1,4,3,1,1,3,0,965,0,8,3,4,7,4,0,1,11,0,864,16,1,7,5,2,4,4,0,3,7,923,0,4,1,0,0,7,7,0,2,0,984,6,2,1,2,6,7,0,6,2,2,933,3,1,0,0,7,11,1,0,15,5,980
290,13,17,-16.44965189914773,-0.25737874158715407,970,1,8,0,1,3,5,0,6,4,0,1124,6,0,0,1,2,7,1,3,2,2,988,3,2,2,2,11,2,0,0,1,7,975,0,6,0,2,4,3,1,1,3,0,965,0,8,4,4,7,3,0,1,11,1,864,17,1,7,5,2,4,4,0,3,7,922,0,4,1,0,0,8,7,0,2,0,986,6,2,1,2,7,7,0,6,2,2,935,3,1,0,0,7,10,1,0,15,5,981
291,13,18,-16.46280514123048,-0.09109059779801845,970,1,8,0,1,3,5,0,6,4,0,1124,5,0,0,1,2,7,1,3,2,2,989,3,3,2,2,9,2,0,0,1,7,974,0,6,0,2,4,4,1,1,3,0,964,0,8,4,4,7,3,0,1,11,1,867,16,1,7,5,2,4,4,0,3,7,923,0,3,1,0,0,8,7,0,2,0,987,6,2,1,2,7,8,0,3,2,2,936,3,1,0,0,7,10,1,0,16,5,980
292,13,19,-16.493883676469025,-0.12511505182789034,970,1,8,0,1,3,4,0,5,4,0,1124,4,0,0,1,2,7,1,3,2,2,990,3,3,2,2,10,2,0,0,1,7,975,0,6,0,2,6,4,1,1,4,0,964,0,8,4,4,8,3,0,0,10,1,867,16,1,6,4,2,4,4,0,2,7,924,0,3,1,0,0,8,7,0,2,0,986,6,2,1,2,7,8,0,3,2,2,935,3,1,0,0,7,11,1,0,16,6,980
293,13,20,-16.532202357645488,-0.25863068783126975,970,1,8,0,0,3,3,0,6,4,0,1124,5,0,0,1,2,6,1,3,2,2,990,3,3,1,4,9,2,0,0,1,7,973,0,6,0,2,6,4,1,1,3,0,965,0,8,4,4,8,3,0,0,12,1,869,17,1,6,4,2,4,3,0,2,6,922,0,3,1,0,0,9,7,0,2,0,988,6,2,1,2,7,8,0,3,2,2,934,3,1,0,0,7,11,1,0,16,6,980
294,14,0,-2.296704271592263,-1.676821396204916,38,14,81,57,10,19,74,37,30,6,14,5,10,15,29,10,25,4,8,2,199,2,41,29,5,85,36,5,20,5,1,1,11,11,16,8,37,19,3,11,123,74,213,81,251,89,111,43,168,138,3,0,9,4,0,1,0,4,3,7,425,1003,520,524,526,496,490,890,588,788,9,1,47,144,56,18,36,9,25,19,168,35,92,144,89,165,147,17,128,33,0,0,8,1,0,1,2,0,1,0
295,14,1,-3.9632285493130213,2.5297003934462916,963,0,7,4,2,7,11,1,6,10,0,1110,7,1,2,2,3,17,9,5,2,2,941,18,3,1,1,24,8,3,0,4,15,926,1,26,2,6,20,6,1,1,7,1,908,5,12,4,9,22,2,0,0,23,1,806,12,1,23,7,8,3,12,3,11,14,909,0,9,1,1,2,13,13,3,4,6,935,8,14,3,13,23,15,9,19,2,2,870,15,0,0,7,6,42,8,0,38,12,926
296,14,2,-3.940464811364655,2.7731266432841264,964,0,7,3,2,6,9,1,5,9,0,1113,8,1,2,1,3,12,8,6,1,3,962,13,4,0,3,22,6,1,0,3,10,951,0,26,1,7,11,5,1,1,6,1,924,1,6,4,8,18,4,0,1,19,0,830,10,1,14,6,7,3,10,0,11,8,917,0,8,1,1,2,8,8,2,2,6,949,6,8,2,10,17,11,7,11,3,3,901,12,0,0,3,3,30,7,0,29,7,943
297,14,3,-3.927222484039329,2.957304927104156,967,0,7,2,3,6,8,1,5,7,0,1118,4,1,0,1,3,10,3,7,1,3,972,8,4,1,3,22,6,1,0,2,11,960,0,24,0,3,10,4,1,0,9,0,932,1,9,2,9,16,2,0,1,18,0,833,11,1,11,7,5,2,6,0,9,7,919,0,7,1,1,2,8,10,1,2,2,966,5,5,3,8,13,7,4,10,3,4,911,11,0,0,1,4,29,7,0,19,7,950
298,14,4,-3.9038344501731683,3.0880335182371583,967,0,7,2,3,5,8,2,6,7,0,1120,4,1,0,1,3,10,3,7,1,2,983,8,4,1,3,16,5,0,0,2,9,968,0,18,0,3,9,4,1,0,6,0,938,1,10,1,8,15,2,0,0,12,0,845,12,1,9,6,5,2,6,0,8,5,917,0,7,1,1,2,8,10,1,3,2,973,5,2,2,7,9,7,4,8,3,3,914,10,1,0,0,2,24,5,0,19,8,957
299,14,5,-3.9044098505740674,3.245741135430576,968,0,7,1,3,3,7,2,5,6,0,1121,6,0,1,1,3,10,3,5,1,2,986,6,5,1,3,15,4,0,0,2,8,975,0,16,0,2,7,4,1,0,6,0,938,0,9,1,7,13,2,0,0,9,0,851,11,0,6,6,4,2,5,0,8,4,921,0,5,1,1,2,9,9,2,2,2,975,5,4,2,6,5,6,3,8,2,5,925,11,1,0,0,4,22,6,0,18,7,959
300,14,6,-3.905579902221546,3.315358788083342,969,0,7,1,2,4,8,2,5,5,0,1121,5,0,1,1,3,9,3,4,1,2,989,5,6,1,1,15,3,0,0,2,8,975,0,16,0,1,7,5,0,0,6,0,946,0,10,0,7,12,3,0,0,9,0,850,11,0,6,4,3,2,5,0,7,4,921,0,5,1,1,2,9,9,2,3,2,979,5,3,2,6,3,6,2,7,2,5,927,11,1,0,0,5,16,6,0,17,6,964
301,14,7,-4.0638351823097905,3.4641327470037298,969,0,6,1,3,4,7,2,5,5,0,1121,5,0,0,1,3,10,4,4,1,2,990,3,5,0,1,15,3,0,0,2,7,980,0,17,0,0,7,5,0,0,6,0,950,0,11,0,7,12,3,0,1,8,0,851,13,0,6,4,3,2,4,0,6,4,919,0,3,1,0,2,9,7,3,3,2,979,5,3,2,6,4,7,2,6,2,5,928,11,2,0,0,4,13,6,0,17,6,964
302,14,8,-3.90557425684495,3.493532113065914,967,0,6,1,3,4,7,2,5,4,0,1123,5,0,0,1,3,10,4,4,1,3,991,3,7,0,1,15,3,0,0,2,7,980,0,17,0,0,8,6,0,0,6,0,952,0,10,0,5,13,3,0,1,8,0,853,12,0,8,5,4,1,4,0,4,3,920,0,3,1,0,1,8,7,3,3,3,982,5,2,3,5,4,7,2,6,2,5,928,9,2,0,0,4,11,5,0,14,5,965
303,14,9,-3.9327291679624774,3.662441806312292,968,0,6,1,3,4,7,2,6,3,0,1123,6,0,0,1,3,10,4,4,2,3,993,2,7,0,1,15,2,0,0,3,7,982,0,16,0,0,7,6,0,0,5,0,952,0,9,0,3,13,2,0,1,7,0,854,10,0,8,5,3,1,4,0,4,3,923,0,3,1,0,1,8,7,3,3,3,983,4,2,3,4,2,7,2,6,2,5,932,8,2,0,0,4,11,5,0,13,5,967
304,14,10,-3.916907470050254,3.751604483600496,969,0,6,1,3,3,8,2,6,3,0,1123,6,0,0,1,3,10,4,4,2,3,993,2,7,0,1,15,2,0,0,3,8,979,0,14,0,0,8,6,0,0,4,0,953,0,8,0,3,13,2,0,1,9,0,858,10,0,7,5,3,1,4,0,4,2,924,0,3,1,0,1,8,7,2,2,3,985,4,2,3,4,2,8,2,7,1,4,932,7,1,0,0,4,11,5,0,12,5,968
305,14,11,-3.900594705763827,3.812722192511232,969,0,6,1,2,3,8,2,6,3,0,1123,6,0,0,1,3,8,4,4,2,3,992,2,7,0,1,15,2,0,0,3,8,980,0,14,0,1,6,6,0,0,5,0,955,0,7,0,3,14,2,0,1,10,0,858,8,0,8,4,3,1,4,0,4,3,928,0,3,1,0,1,8,7,2,2,2,985,4,2,3,4,2,8,2,7,1,5,933,8,1,0,0,2,10,4,0,12,5,967
306,14,12,-3.4642162122843816,3.607671132886923,969,0,6,1,2,3,8,2,7,3,0,1123,6,0,0,1,3,8,4,4,2,3,991,2,8,0,1,15,2,0,0,3,8,984,0,15,0,1,5,6,0,0,6,0,954,1,7,0,3,14,2,0,2,7,0,856,10,0,8,4,3,1,4,0,4,3,927,0,3,1,0,1,6,7,2,2,1,985,4,3,3,4,3,7,2,7,1,5,933,8,1,0,0,2,10,4,0,12,5,966
307,14,13,-3.440434899370796,3.6750855916699883,970,0,7,1,2,3,8,2,7,3,0,1123,5,0,0,1,3,8,4,4,2,3,995,2,8,0,1,15,2,0,0,3,6,984,0,14,0,1,5,6,0,0,5,0,954,0,8,0,3,11,2,0,2,8,0,858,10,0,8,2,2,1,3,0,4,3,926,0,3,2,0,1,6,7,2,2,1,985,4,3,3,4,3,5,2,7,1,5,933,8,1,0,0,3,10,4,0,12,5,970
308,14,14,-3.428548555771982,3.7370729356841674,970,0,7,1,2,3,8,2,7,3,0,1124,5,0,0,1,3,7,4,4,2,2,996,2,8,0,0,14,3,0,0,3,5,984,0,15,0,1,5,6,0,0,5,0,954,1,8,0,3,12,2,0,2,9,0,857,9,0,9,2,2,1,3,0,4,3,928,0,3,2,0,1,6,6,2,2,1,987,4,2,3,4,3,5,2,5,1,5,931,8,1,0,0,3,10,5,0,12,5,970
309,14,15,-3.4211828721880533,3.7987413664942453,970,0,7,2,2,3,8,2,7,2,0,1123,5,0,0,1,3,7,4,4,2,2,996,2,7,0,0,14,3,0,0,3,5,984,0,14,0,1,5,6,0,0,6,0,955,1,8,0,3,10,2,0,1,7,1,858,10,0,8,1,2,1,3,0,5,3,927,0,3,2,0,1,6,6,1,2,1,988,4,2,3,5,3,6,2,5,1,4,932,6,1,0,0,3,9,5,0,12,5,976
310,14,16,-3.841957802145824,3.9930665540721817,970,0,7,2,1,3,8,2,7,2,0,1123,4,0,0,1,3,7,3,4,2,2,997,2,6,0,0,13,3,0,0,3,5,983,0,14,0,1,5,6,0,0,6,0,959,1,8,0,3,12,2,0,1,8,1,858,9,0,9,0,2,1,3,0,4,3,928,0,3,2,0,1,6,6,1,2,1,988,4,2,3,5,3,6,1,5,1,5,932,4,1,0,0,3,9,5,0,12,5,977
311,14,17,-3.8339569702576783,4.018071334481479,970,0,7,2,1,3,8,2,7,2,0,1123,3,0,0,1,3,6,2,4,2,2,997,2,5,0,0,12,3,0,0,3,5,983,0,16,0,2,5,6,0,0,5,0,960,1,8,1,3,11,2,0,1,8,1,856,8,0,8,0,2,1,4,0,5,3,929,0,3,2,0,1,6,6,1,2,1,989,4,2,3,5,4,6,1,5,1,4,934,4,1,0,0,3,8,5,0,12,5,978
312,14,18,-3.3980661755602446,3.9443639600847935,969,0,7,2,1,3,8,2,7,2,0,1124,3,0,0,0,3,6,2,4,2,1,995,2,5,0,0,12,2,0,0,3,6,983,0,16,0,2,5,6,1,0,5,0,959,1,8,1,4,10,2,0,1,8,1,856,9,0,7,0,2,1,4,0,5,3,928,0,3,2,0,1,6,6,1,2,1,989,4,3,3,5,5,6,1,5,1,4,935,4,1,0,0,3,9,6,0,12,5,978
313,14,19,-3.3861432192876504,3.9742208753868282,969,0,7,2,1,3,8,2,7,2,0,1124,3,0,0,0,3,6,2,4,2,1,997,2,5,0,0,12,2,0,0,3,5,983,0,15,0,3,6,6,1,0,5,0,957,1,7,1,4,11,2,0,0,8,2,857,9,0,7,1,2,1,3,0,5,3,930,0,3,2,0,1,6,6,1,2,0,988,4,4,3,5,6,6,1,5,1,4,935,4,1,0,0,3,10,6,0,12,4,975
314,14,20,-3.372472497816817,3.996950855419665,969,0,7,2,1,3,8,2,7,3,0,1124,3,0,0,0,3,6,2,4,2,1,997,2,5,0,0,12,2,0,0,3,5,983,0,16,0,2,5,6,1,0,5,0,957,1,7,1,4,11,2,0,0,8,2,855,9,0,6,3,2,1,3,0,5,3,930,0,2,1,0,1,6,6,1,2,0,989,4,3,3,5,6,6,1,6,1,4,937,4,1,0,0,3,10,6,0,12,5,974
315,15,0,-2.710013091917601,-2.4847927986181624,34,3,34,86,69,59,30,16,25,63,165,206,72,186,126,224,291,102,180,232,83,36,169,86,57,50,30,148,83,47,195,142,144,179,252,114,103,110,68,162,0,0,0,4,0,0,0,0,0,2,247,368,162,98,65,134,134,226,269,139,7,6,66,43,13,15,8,48,28,12,8,44,5,19,18,9,8,32,15,24,239,278,352,298,380,280,346,318,299,326,2,52,28,11,2,7,8,28,7,2
316,15,1,21.300711515990336,-4.975049415352875,963,0,8,3,1,9,11,1,5,11,0,1112,6,1,2,2,4,12,7,4,1,3,938,15,5,3,2,27,7,4,0,3,12,923,1,26,1,8,23,9,0,1,8,1,904,3,10,4,8,18,5,0,1,25,2,810,21,0,25,7,6,3,15,2,11,11,900,1,12,1,2,2,13,16,3,3,5,940,6,13,3,11,27,15,7,17,4,0,869,9,0,0,4,9,46,8,0,35,12,933
317,15,2,21.464370476265707,-5.064056252822032,966,0,8,2,1,5,8,2,5,9,0,1116,4,0,1,1,3,9,5,5,2,3,970,11,4,2,3,27,7,0,0,3,8,946,0,26,1,6,14,10,0,0,6,1,924,3,6,2,7,17,4,1,1,21,2,824,20,0,16,5,4,3,9,1,12,7,909,0,8,1,1,1,9,13,3,6,5,950,7,9,3,8,16,9,5,12,3,3,898,10,0,0,1,6,30,6,0,29,7,943
318,15,3,21.584556433937017,-5.139085197736318,968,0,8,1,1,5,10,2,4,8,0,1119,4,0,0,1,3,8,3,7,2,3,977,9,4,2,1,26,4,0,0,2,8,956,0,21,0,4,9,11,0,0,6,1,933,2,7,2,8,12,4,1,1,17,1,835,22,0,11,5,3,3,8,0,11,9,910,0,7,1,1,1,9,12,3,5,2,960,7,8,2,6,11,8,5,6,3,3,917,8,0,0,0,6,24,6,0,23,4,949
319,15,4,21.702873600035062,-5.2137258593932465,968,0,8,2,1,5,8,4,5,6,0,1122,3,1,0,1,3,8,1,7,1,3,984,7,4,1,1,22,4,0,0,2,6,967,0,16,0,4,6,11,1,0,5,0,936,1,7,2,8,14,4,1,0,11,0,850,24,0,9,4,3,3,6,0,10,5,910,0,6,1,1,1,9,8,4,4,2,965,7,6,2,3,11,8,3,5,3,2,923,6,0,0,0,6,24,4,0,21,5,954
320,15,5,21.811144434830638,-5.288658933619521,969,0,8,1,1,6,7,4,5,6,0,1122,1,1,0,1,2,8,0,6,1,3,990,5,4,1,1,19,3,0,0,2,5,973,0,15,0,4,7,9,1,0,4,0,939,1,6,2,7,18,4,1,0,9,1,851,24,0,8,3,2,3,5,0,8,4,913,0,6,1,1,1,9,8,5,6,3,967,7,6,2,3,10,8,3,5,2,3,927,4,0,0,0,5,21,2,0,21,4,956
321,15,6,21.908934042248948,-5.352811893326741,970,0,7,1,1,5,7,4,5,5,0,1122,3,1,0,1,3,9,1,3,1,4,988,5,3,1,1,14,3,0,0,2,6,974,0,14,0,4,6,7,1,0,4,0,944,1,6,2,5,19,4,1,0,9,1,857,22,0,8,4,1,2,5,0,8,2,913,0,5,1,1,1,9,8,3,4,3,974,7,6,2,3,10,7,3,5,3,2,930,4,0,0,0,5,19,2,0,19,4,960
322,15,7,22.071134184517717,-5.430299841187855,971,0,6,1,1,3,7,4,5,5,0,1124,3,1,0,1,3,8,1,3,1,4,990,7,3,1,1,12,3,0,0,2,8,971,0,12,0,4,8,7,1,0,3,0,949,1,5,2,5,19,3,1,0,11,1,862,20,0,9,5,0,2,4,0,6,2,917,0,6,1,1,1,9,7,3,3,2,978,7,6,3,1,9,7,3,5,3,2,926,4,0,0,0,5,16,2,0,18,4,959
